,Country,Code,Year,Obesity,Consumed,Population
1997,Trinidad and Tobago,TTO,2012,43.1,10.0,1344814.0
1998,Trinidad and Tobago,TTO,2013,43.9,10.0,1353708.0
1999,Trinidad and Tobago,TTO,2014,44.6,10.0,1362337.0
2000,Trinidad and Tobago,TTO,2015,45.3,10.0,1370332.0
2001,Trinidad and Tobago,TTO,2016,46.0,10.0,1377563.0
2002,Tunisia,TUN,2006,55.2,200.4041458,10201211.0
2003,Tunisia,TUN,2007,55.9,253.3957801,10304729.0
2004,Tunisia,TUN,2008,56.5,317.4853005,10414425.0
2005,Tunisia,TUN,2009,57.2,288.7271606,10525691.0
2006,Tunisia,TUN,2010,57.8,301.4742487,10635245.0
2007,Tunisia,TUN,2011,58.5,415.3742658,10741872.0
2008,Tunisia,TUN,2012,59.1,421.1362765,10846993.0
2009,Tunisia,TUN,2013,59.7,429.398177,10952949.0
2010,Tunisia,TUN,2014,60.4,459.8521431,11063195.0
2011,Tunisia,TUN,2015,61.0,457.8898297,11179951.0
2012,Tunisia,TUN,2016,61.6,465.443596,11303942.0
2046,Uganda,UGA,2006,17.7,150.0,28571475.0
2047,Uganda,UGA,2007,18.1,175.0,29486335.0
2048,Uganda,UGA,2008,18.5,180.25,30431734.0
2049,Uganda,UGA,2009,19.0,185.0,31411096.0
2050,Uganda,UGA,2010,19.4,188.7,32428164.0
2051,Uganda,UGA,2011,19.9,204.0,33476771.0
2052,Uganda,UGA,2012,20.4,210.0,34558700.0
2053,Uganda,UGA,2013,20.9,216.0,35694519.0
2054,Uganda,UGA,2014,21.4,220.8,36911530.0
2055,Uganda,UGA,2015,21.9,229.2,38225447.0
2056,Uganda,UGA,2016,22.4,234.0,39649173.0
2079,United Kingdom,GBR,2006,58.4,3058.7887185,60821349.0
2080,United Kingdom,GBR,2007,58.9,2823.698258,61455154.0
2081,United Kingdom,GBR,2008,59.5,3067.4315451,62145098.0
2082,United Kingdom,GBR,2009,60.1,3220.1118656,62828620.0
2083,United Kingdom,GBR,2010,60.6,3134.1443042,63459801.0
2084,United Kingdom,GBR,2011,61.1,2925.4494609,64021922.0
2085,United Kingdom,GBR,2012,61.7,2925.8733238,64525300.0
2086,United Kingdom,GBR,2013,62.2,2827.882509,64984015.0
2087,United Kingdom,GBR,2014,62.7,2927.6093072,65423048.0
2088,United Kingdom,GBR,2015,63.2,3591.1325165,65860149.0
2089,United Kingdom,GBR,2016,63.7,3500.5579084,66297944.0
2090,United States,USA,2006,62.5,20667.3795803,297758977.0
2091,United States,USA,2007,63.1,21033.2731039,300608425.0
2092,United States,USA,2008,63.7,21652.4270057,303486022.0
2093,United States,USA,2009,64.2,21435.9671121,306307565.0
2094,United States,USA,2010,64.8,21783.457919,309011469.0
2095,United States,USA,2011,65.3,22043.8913838,311584051.0
2096,United States,USA,2012,65.8,22231.6637149,314043885.0
2097,United States,USA,2013,66.4,23416.7421984,316400539.0
2098,United States,USA,2014,66.9,23766.5105268,318673422.0
2099,United States,USA,2015,67.4,24438.2353189,320878312.0
2100,United States,USA,2016,67.9,25242.9471207,323015992.0
2145,Venezuela,VEN,2006,59.2,1456.5,26850190.0
2146,Venezuela,VEN,2007,59.7,1518.11,27247601.0
2147,Venezuela,VEN,2008,60.1,1582.33,27635827.0
2148,Venezuela,VEN,2009,60.6,1649.26,28031010.0
2149,Venezuela,VEN,2010,61.0,1650.0,28439942.0
2150,Venezuela,VEN,2011,61.4,1650.0,28887873.0
2151,Venezuela,VEN,2012,61.8,1650.0,29360827.0
2152,Venezuela,VEN,2013,62.2,1650.0,29781046.0
2153,Venezuela,VEN,2014,62.6,1650.0,30042973.0
2154,Venezuela,VEN,2015,63.0,1650.0,30081827.0
2155,Venezuela,VEN,2016,63.4,1650.0,29851249.0
2156,Vietnam,VNM,2006,12.7,800.0,84617545.0
2157,Vietnam,VNM,2007,13.1,917.0,85419588.0
2158,Vietnam,VNM,2008,13.6,938.0,86243424.0
2159,Vietnam,VNM,2009,14.2,1021.0,87092250.0
2160,Vietnam,VNM,2010,14.7,1208.0,87967655.0
2161,Vietnam,VNM,2011,15.3,1583.0,88871384.0
2162,Vietnam,VNM,2012,15.9,1650.0,89801926.0
2163,Vietnam,VNM,2013,16.4,1825.0,90752593.0
2164,Vietnam,VNM,2014,17.1,2000.0,91713850.0
2165,Vietnam,VNM,2015,17.7,2200.0,92677082.0
2166,Vietnam,VNM,2016,18.3,2300.0,93640435.0
2189,Yemen,YEM,2006,40.3,138.0,20687648.0
2190,Yemen,YEM,2007,41.2,138.0,21282514.0
2191,Yemen,YEM,2008,42.0,130.0,21892149.0
2192,Yemen,YEM,2009,42.8,130.0,22516464.0
2193,Yemen,YEM,2010,43.7,130.0,23154854.0
2194,Yemen,YEM,2011,44.5,130.0,23807586.0
2195,Yemen,YEM,2012,45.4,130.0,24473176.0
2196,Yemen,YEM,2013,46.2,130.0,25147112.0
2197,Yemen,YEM,2014,47.1,130.0,25823488.0
2198,Yemen,YEM,2015,48.0,125.0,26497881.0
2199,Yemen,YEM,2016,48.8,115.0,27168210.0
2200,Zambia,ZMB,2006,22.5,0.6,12173518.0
2201,Zambia,ZMB,2007,23.0,0.6,12502958.0
2202,Zambia,ZMB,2008,23.5,1.0,12848531.0
2203,Zambia,ZMB,2009,24.0,1.0,13215142.0
2204,Zambia,ZMB,2010,24.5,0.0,13605986.0
2205,Zambia,ZMB,2011,25.0,0.0,14023199.0
2206,Zambia,ZMB,2012,25.6,0.0,14465148.0
2207,Zambia,ZMB,2013,26.1,0.0,14926551.0
2208,Zambia,ZMB,2014,26.7,0.0,15399793.0
2209,Zambia,ZMB,2015,27.3,0.0,15879370.0
2210,Zambia,ZMB,2016,27.8,0.0,16363449.0
2211,Zimbabwe,ZWE,2006,33.8,4.0,12155496.0
2212,Zimbabwe,ZWE,2007,34.3,4.0,12255920.0
2213,Zimbabwe,ZWE,2008,34.8,4.0,12379553.0
2214,Zimbabwe,ZWE,2009,35.3,4.0,12526964.0
2215,Zimbabwe,ZWE,2010,35.7,4.0,12697728.0
2216,Zimbabwe,ZWE,2011,36.2,4.0,12894323.0
2217,Zimbabwe,ZWE,2012,36.6,4.0,13115149.0
2218,Zimbabwe,ZWE,2013,37.0,4.0,13350378.0
2219,Zimbabwe,ZWE,2014,37.3,4.0,13586710.0
2220,Zimbabwe,ZWE,2015,37.7,4.0,13814642.0
2221,Zimbabwe,ZWE,2016,38.2,4.0,14030338.0
